,date,air_temp_celsius_avg,air_temp_celsius_max,air_temp_celsius_min,drybulb_temp_celsius_avg,drybulb_temp_celsius_max,drybulb_temp_celsius_min,dew_point_celsius_avg,dew_point_celsius_min,solar_radiation_avg,vpd_kpa_avg,vpd_kpa_min,percent_humidity_avg,percent_humidity_max,percent_humidity_min,precipitation_mm,leaf_wetness_min,leaf_wetness_min2,leaf_wetness_min3,wind_speed_ms_avg,wind_speed_ms_max,wind_speed_max_ms_max,solar_panel_mv_last,battery_mv_last,5te_battery_voltage_mv_last,et0_mm_daily,contapre
0,2021-06-01 00:00:00,10.61,12.71,9.53,,,,10.1,9.5,0,0.03,0.0,97.27,100.0,85.11,0.0,60.0,60.0,0.0,0.0,0.3,0.5,0,6420,,,8
1,2021-06-01 01:00:00,8.84,9.35,8.44,,,,8.8,8.4,0,0.0,0.0,99.94,99.97,99.92,0.0,60.0,60.0,0.0,0.0,0.1,0.7,0,6411,,,8
2,2021-06-01 02:00:00,7.96,8.5,7.58,,,,7.8,7.5,0,0.0,0.0,99.91,99.93,99.9,0.0,60.0,60.0,0.0,0.0,0.2,0.6,0,6417,,,8
3,2021-06-01 03:00:00,7.35,8.25,6.68,,,,7.2,6.6,0,0.0,0.0,99.9,99.91,99.89,0.0,60.0,60.0,0.0,0.0,0.2,0.4,0,6411,,,8
4,2021-06-01 04:00:00,6.5,6.86,5.9,,,,6.4,5.8,0,0.0,0.0,99.88,99.89,99.88,0.0,60.0,60.0,0.0,0.0,0.0,0.5,0,6405,,,8
5,2021-06-01 05:00:00,5.84,6.09,5.57,,,,5.7,5.5,0,0.0,0.0,99.88,99.89,99.88,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0,6408,,,8
6,2021-06-01 06:00:00,5.36,5.98,4.81,,,,5.3,4.7,0,0.0,0.0,99.87,99.88,99.87,0.0,60.0,60.0,0.0,0.0,0.0,0.2,1706,6408,,,8
7,2021-06-01 07:00:00,6.49,8.62,5.07,,,,6.4,5.0,3,0.0,0.0,99.86,99.87,99.86,0.0,60.0,60.0,0.0,0.0,0.0,0.0,6647,6468,,,8
8,2021-06-01 08:00:00,11.36,12.76,9.16,,,,9.8,9.1,24,0.12,0.0,91.04,99.95,83.47,0.0,60.0,60.0,0.0,0.0,0.0,0.2,6710,6499,,,8
9,2021-06-01 09:00:00,14.02,14.87,12.91,,,,9.2,8.5,32,0.42,0.23,73.26,83.89,68.17,0.0,60.0,60.0,0.0,0.0,0.2,0.6,6724,6502,,,8
10,2021-06-01 10:00:00,16.27,17.45,15.06,,,,9.2,8.8,139,0.67,0.54,63.46,68.69,58.67,0.0,60.0,60.0,0.0,0.3,0.6,2.2,6810,6559,,,8
11,2021-06-01 11:00:00,19.0,19.93,17.89,,,,9.4,8.4,770,1.0,0.88,54.02,56.88,50.78,0.0,60.0,60.0,0.0,0.3,0.8,2.1,9063,6741,,,8
12,2021-06-01 12:00:00,20.76,21.49,19.82,,,,10.7,10.2,886,1.14,1.02,52.98,56.8,49.46,0.0,45.0,60.0,0.0,0.5,1.0,2.2,10118,6753,,,8
13,2021-06-01 13:00:00,21.84,22.76,21.19,,,,10.8,9.6,976,1.3,1.23,49.91,53.33,46.84,0.0,10.0,60.0,0.0,1.0,1.5,3.4,10070,6753,,,8
14,2021-06-01 14:00:00,23.2,23.74,22.5,,,,11.3,10.4,977,1.49,1.36,47.39,51.07,43.03,0.0,35.0,60.0,0.0,0.9,1.2,4.2,10051,6747,,,8
15,2021-06-01 15:00:00,24.37,24.98,23.96,,,,10.8,9.1,940,1.74,1.61,42.7,46.51,38.03,0.0,30.0,60.0,0.0,1.0,1.6,3.0,10003,6747,,,8
16,2021-06-01 16:00:00,24.53,24.8,24.22,,,,9.6,8.5,865,1.87,1.67,39.08,46.12,35.78,0.0,5.0,60.0,0.0,1.1,1.7,3.8,10017,6750,,,8
17,2021-06-01 17:00:00,24.6,25.04,24.44,,,,8.7,7.7,746,1.95,1.84,36.59,39.86,34.32,0.0,50.0,60.0,0.0,1.1,1.7,3.7,10007,6741,,,8
18,2021-06-01 18:00:00,24.52,24.82,24.21,,,,8.4,7.1,586,1.95,1.82,36.19,40.66,32.9,0.0,60.0,60.0,0.0,0.8,1.1,2.4,9590,6761,,,8
19,2021-06-01 19:00:00,23.87,24.52,23.33,,,,8.1,6.9,335,1.87,1.74,36.72,39.77,33.76,0.0,60.0,60.0,0.0,0.7,1.0,2.1,9648,6750,,,8
20,2021-06-01 20:00:00,23.28,23.63,22.72,,,,8.0,7.1,229,1.77,1.64,37.83,40.31,35.42,0.0,60.0,60.0,0.0,1.2,1.7,3.0,8517,6727,,,8
21,2021-06-01 21:00:00,21.79,22.61,20.13,,,,8.7,7.9,60,1.47,1.13,43.59,51.99,39.14,0.0,60.0,60.0,0.0,1.1,1.6,2.8,1744,6445,,,8
22,2021-06-01 22:00:00,16.49,19.73,14.04,,,,12.2,9.9,0,0.45,0.12,77.18,92.21,53.26,0.0,60.0,60.0,0.0,0.0,0.0,0.7,0,6428,,,8
23,2021-06-01 23:00:00,12.96,13.84,12.49,,,,12.4,12.0,0,0.03,0.0,97.21,100.0,91.58,0.0,60.0,60.0,0.0,0.0,0.0,0.1,0,6420,,,8
24,2021-06-02 00:00:00,13.31,14.6,12.18,,,,12.2,11.8,0,0.09,0.0,93.89,100.0,83.77,0.0,60.0,60.0,0.0,0.1,0.7,1.6,0,6405,,4.2,18
25,2021-06-02 01:00:00,16.97,17.45,16.07,,,,11.2,11.1,0,0.58,0.48,69.46,73.63,67.18,0.0,5.0,60.0,0.0,1.3,2.2,4.1,0,6391,,,18
26,2021-06-02 02:00:00,17.16,17.3,16.64,,,,11.4,11.2,0,0.59,0.5,69.36,73.32,67.92,0.0,60.0,60.0,0.0,1.5,2.4,5.2,0,6388,,,18
27,2021-06-02 03:00:00,15.78,16.41,14.92,,,,12.2,12.0,0,0.35,0.21,79.97,87.43,75.74,0.0,60.0,60.0,0.0,1.5,2.2,4.4,0,6397,,,18
28,2021-06-02 04:00:00,14.3,14.87,13.81,,,,13.3,13.0,0,0.08,0.0,94.6,100.0,89.07,0.4,60.0,60.0,0.0,0.6,1.5,2.8,0,6394,,,18
29,2021-06-02 05:00:00,13.64,13.77,13.44,,,,13.5,13.4,0,0.0,0.0,99.98,100.0,99.94,0.0,60.0,60.0,0.0,0.1,0.3,1.2,0,6388,,,18
30,2021-06-02 06:00:00,13.28,13.43,13.0,,,,13.2,12.9,0,0.0,0.0,99.91,99.93,99.91,0.0,60.0,60.0,0.0,0.2,0.7,1.3,1255,6397,,,18
31,2021-06-02 07:00:00,11.91,12.91,11.48,,,,11.8,11.4,0,0.0,0.0,99.88,99.91,99.86,0.0,60.0,60.0,0.0,0.0,0.2,0.6,4529,6420,,,18
32,2021-06-02 08:00:00,14.14,16.27,11.87,,,,13.8,11.8,32,0.02,0.0,98.44,99.99,93.47,0.0,60.0,60.0,0.0,0.1,0.3,0.7,6700,6494,,,18
33,2021-06-02 09:00:00,16.91,17.99,15.49,,,,14.6,14.0,80,0.25,0.06,86.91,96.39,77.75,0.0,60.0,60.0,0.0,0.1,0.4,1.0,6820,6562,,,18
34,2021-06-02 10:00:00,18.1,18.91,17.44,,,,14.5,13.9,268,0.41,0.32,79.93,84.39,74.53,0.0,60.0,60.0,0.0,0.4,1.1,1.7,6945,6670,,,18
35,2021-06-02 11:00:00,19.36,19.83,18.89,,,,13.9,13.3,365,0.64,0.54,71.02,75.4,68.32,0.0,60.0,60.0,0.0,0.9,1.4,2.5,9959,6750,,,18
36,2021-06-02 12:00:00,20.4,21.74,19.47,,,,13.7,12.9,606,0.81,0.58,65.83,74.3,57.22,0.0,60.0,60.0,0.0,1.2,1.7,3.5,10031,6747,,,18
37,2021-06-02 13:00:00,20.03,21.37,19.49,,,,13.5,12.5,460,0.77,0.63,66.65,72.1,59.96,0.0,60.0,60.0,0.0,2.2,2.9,5.2,9993,6753,,,18
38,2021-06-02 14:00:00,19.3,19.56,19.01,,,,14.2,13.1,295,0.6,0.57,72.62,74.88,68.05,0.0,60.0,60.0,0.0,2.0,2.3,4.4,9864,6756,,,18
39,2021-06-02 15:00:00,19.19,19.48,18.88,,,,14.0,13.2,324,0.61,0.54,72.35,75.24,68.62,0.0,60.0,60.0,0.0,1.8,2.1,4.3,10007,6756,,,18
40,2021-06-02 16:00:00,19.0,19.25,18.82,,,,14.4,13.9,315,0.54,0.47,75.05,78.62,72.31,0.0,60.0,60.0,0.0,1.9,2.3,4.2,10003,6761,,,18
41,2021-06-02 17:00:00,19.41,19.95,18.93,,,,14.3,13.8,309,0.6,0.52,72.82,76.1,69.78,0.0,60.0,60.0,0.0,2.1,2.6,4.5,9921,6759,,,18
42,2021-06-02 18:00:00,18.74,18.84,18.52,,,,14.6,14.1,217,0.48,0.43,77.29,79.88,75.25,0.0,60.0,60.0,0.0,2.2,2.8,4.9,9715,6750,,,18
43,2021-06-02 19:00:00,18.43,18.84,17.93,,,,14.4,14.0,116,0.46,0.4,77.68,80.31,74.74,0.0,60.0,60.0,0.0,1.6,2.1,3.3,6911,6713,,,18
44,2021-06-02 20:00:00,17.58,17.86,17.34,,,,14.2,13.9,39,0.37,0.3,81.15,84.64,78.42,0.0,60.0,60.0,0.0,0.4,1.2,2.4,3681,6465,,,18
45,2021-06-02 21:00:00,16.64,17.52,16.18,,,,15.5,14.7,3,0.12,0.0,93.56,99.99,83.69,0.0,60.0,60.0,0.0,0.2,0.8,1.4,0,6434,,,18
46,2021-06-02 22:00:00,15.65,16.2,15.36,,,,15.5,15.3,0,0.0,0.0,99.51,99.97,94.92,0.2,60.0,60.0,0.0,0.0,0.3,0.7,0,6431,,,18
47,2021-06-02 23:00:00,14.99,15.32,14.76,,,,14.9,14.7,0,0.0,0.0,99.89,99.91,99.89,0.6,60.0,60.0,0.0,0.0,0.3,1.2,0,6425,,,18
48,2021-06-03 00:00:00,14.83,15.09,14.66,,,,14.7,14.6,0,0.0,0.0,99.87,99.89,99.85,0.0,60.0,60.0,0.0,0.0,0.1,0.4,0,6408,,2.4,29
49,2021-06-03 01:00:00,14.64,14.74,14.5,,,,14.5,14.4,0,0.0,0.0,99.85,99.85,99.85,0.0,60.0,60.0,0.0,0.0,0.0,0.2,0,6394,,,29
50,2021-06-03 02:00:00,14.43,14.56,14.31,,,,14.3,14.2,0,0.0,0.0,99.85,99.86,99.85,0.0,60.0,60.0,0.0,0.0,0.1,0.4,0,6400,,,29
51,2021-06-03 03:00:00,14.14,14.35,13.83,,,,14.0,13.8,0,0.0,0.0,99.85,99.86,99.85,0.0,60.0,60.0,0.0,0.0,0.2,0.5,0,6402,,,29
52,2021-06-03 04:00:00,14.22,14.28,14.18,,,,14.1,14.1,0,0.0,0.0,99.86,99.86,99.86,0.0,60.0,60.0,0.0,0.1,0.5,1.0,0,6400,,,29
53,2021-06-03 05:00:00,13.89,14.06,13.71,,,,13.8,13.6,0,0.0,0.0,99.85,99.86,99.85,0.0,60.0,60.0,0.0,0.1,0.5,0.9,0,6391,,,29
54,2021-06-03 06:00:00,13.67,13.76,13.59,,,,13.6,13.5,0,0.0,0.0,99.85,99.86,99.85,0.0,60.0,60.0,0.0,0.0,0.2,0.5,766,6394,,,29
55,2021-06-03 07:00:00,13.64,13.95,13.51,,,,13.5,13.4,9,0.0,0.0,99.85,99.86,99.85,0.0,60.0,60.0,0.0,0.0,0.0,0.1,5703,6422,,,29
56,2021-06-03 08:00:00,14.19,14.5,13.99,,,,14.1,13.9,52,0.0,0.0,99.86,99.86,99.86,0.0,60.0,60.0,0.0,0.0,0.1,0.3,6695,6479,,,29
57,2021-06-03 09:00:00,15.23,15.95,14.52,,,,15.1,14.4,90,0.0,0.0,99.87,99.9,99.86,0.0,60.0,60.0,0.0,0.0,0.1,0.5,6825,6565,,,29
58,2021-06-03 10:00:00,16.93,17.91,16.23,,,,16.3,16.1,246,0.05,0.0,96.92,99.97,90.92,0.0,60.0,60.0,0.0,0.1,0.7,1.0,6945,6670,,,29
59,2021-06-03 11:00:00,18.68,19.59,17.99,,,,16.5,16.1,402,0.26,0.16,87.57,91.88,80.63,0.0,60.0,60.0,0.0,0.3,0.7,1.4,9983,6756,,,29
60,2021-06-03 12:00:00,20.22,21.68,19.46,,,,16.3,15.4,565,0.5,0.4,78.71,82.78,74.92,0.0,60.0,60.0,0.0,0.4,0.8,3.9,10075,6750,,,29
61,2021-06-03 13:00:00,21.72,22.36,21.09,,,,16.1,15.6,829,0.74,0.68,71.0,73.59,67.43,0.0,60.0,60.0,0.0,0.9,1.5,2.7,10079,6747,,,29
62,2021-06-03 14:00:00,22.93,24.18,21.51,,,,15.8,13.7,1024,0.99,0.68,64.56,74.41,54.36,0.0,60.0,60.0,0.0,0.9,1.8,3.1,10041,6750,,,29
63,2021-06-03 15:00:00,23.03,24.14,22.49,,,,14.1,13.4,467,1.18,1.07,57.69,62.1,52.16,0.0,60.0,60.0,0.0,0.5,1.1,3.0,9988,6747,,,29
64,2021-06-03 16:00:00,23.84,24.68,23.47,,,,14.4,13.6,627,1.29,1.07,56.05,63.34,51.88,0.0,60.0,60.0,0.0,0.5,1.0,2.2,9749,6787,,,29
65,2021-06-03 17:00:00,23.36,23.86,22.92,,,,15.5,14.7,314,1.09,0.86,61.86,68.88,56.93,0.0,60.0,60.0,0.0,0.5,0.9,1.9,9854,6761,,,29
66,2021-06-03 18:00:00,23.54,24.41,22.71,,,,15.3,14.4,417,1.14,1.07,60.29,63.87,57.39,0.0,60.0,60.0,0.0,0.4,0.8,1.9,10127,6750,,,29
67,2021-06-03 19:00:00,23.97,24.53,23.62,,,,14.5,13.6,449,1.3,1.16,55.93,60.13,51.95,0.0,60.0,60.0,0.0,0.2,0.5,1.9,9873,6778,,,29
68,2021-06-03 20:00:00,23.03,24.43,21.41,,,,15.8,14.0,148,1.0,0.47,64.9,81.3,52.87,0.0,60.0,60.0,0.0,0.1,0.5,1.4,6523,6665,,,29
69,2021-06-03 21:00:00,20.2,21.47,18.7,,,,17.1,16.6,48,0.4,0.2,82.9,90.68,74.35,0.0,60.0,60.0,0.0,0.1,0.4,0.9,1241,6448,,,29
70,2021-06-03 22:00:00,17.83,18.44,17.27,,,,16.8,16.3,0,0.11,0.05,93.95,97.04,90.16,0.0,60.0,60.0,0.0,0.1,0.5,1.0,0,6425,,,29
71,2021-06-03 23:00:00,16.45,17.74,15.82,,,,16.3,15.8,0,0.01,0.0,99.31,100.0,94.59,0.0,60.0,60.0,0.0,0.0,0.2,1.1,0,6420,,,29
72,2021-06-04 00:00:00,17.21,18.5,15.66,,,,15.3,14.7,0,0.21,0.0,89.6,99.98,79.27,0.0,60.0,60.0,0.0,0.7,1.5,3.7,0,6414,,3.6,40
73,2021-06-04 01:00:00,18.08,18.55,17.63,,,,14.7,14.3,0,0.38,0.25,81.16,87.16,77.43,0.0,60.0,60.0,0.0,0.8,1.2,2.3,0,6405,,,40
74,2021-06-04 02:00:00,17.31,17.93,16.38,,,,15.2,14.8,0,0.22,0.06,88.21,96.63,82.56,0.0,60.0,60.0,0.0,0.5,1.1,1.9,0,6408,,,40
75,2021-06-04 03:00:00,15.72,16.2,15.33,,,,15.6,15.3,0,0.0,0.0,99.95,99.99,99.91,0.0,60.0,60.0,0.0,0.0,0.2,0.8,0,6405,,,40
76,2021-06-04 04:00:00,15.15,15.49,14.86,,,,15.0,14.8,0,0.0,0.0,99.91,99.93,99.9,0.0,60.0,60.0,0.0,0.0,0.3,0.7,0,6402,,,40
77,2021-06-04 05:00:00,14.71,14.81,14.59,,,,14.6,14.5,0,0.0,0.0,99.89,99.9,99.89,0.0,60.0,60.0,0.0,0.0,0.1,0.5,0,6400,,,40
78,2021-06-04 06:00:00,14.72,14.95,14.54,,,,14.6,14.5,0,0.0,0.0,99.88,99.9,99.88,0.0,60.0,60.0,0.0,0.0,0.5,1.0,0,6391,,,40
79,2021-06-04 07:00:00,14.91,15.26,14.63,,,,14.8,14.6,0,0.0,0.0,99.9,99.94,99.9,0.4,60.0,60.0,0.0,0.0,0.3,0.7,1303,6394,,,40
80,2021-06-04 08:00:00,14.89,15.07,14.77,,,,14.8,14.7,0,0.0,0.0,99.91,99.93,99.89,0.8,60.0,60.0,0.0,0.0,0.2,0.7,3254,6411,,,40
81,2021-06-04 09:00:00,15.0,15.48,14.76,,,,14.9,14.7,51,0.0,0.0,99.89,99.91,99.89,0.8,60.0,60.0,0.0,0.0,0.2,0.8,6796,6542,,,40
82,2021-06-04 10:00:00,16.42,16.99,15.73,,,,16.3,15.7,131,0.0,0.0,99.93,99.96,99.91,0.0,60.0,60.0,0.0,0.3,0.7,1.4,6839,6579,,,40
83,2021-06-04 11:00:00,17.89,19.39,16.95,,,,17.2,16.2,304,0.07,0.0,96.55,99.99,84.37,0.0,60.0,60.0,45.0,0.1,0.3,0.9,9562,6741,,,40
84,2021-06-04 12:00:00,19.96,20.7,19.32,,,,16.9,15.8,411,0.39,0.13,83.08,94.29,76.8,0.0,60.0,60.0,25.0,0.2,0.6,1.6,9969,6744,,,40
85,2021-06-04 13:00:00,20.95,21.61,20.32,,,,17.3,16.1,898,0.49,0.38,79.98,84.72,75.76,0.0,60.0,60.0,0.0,0.9,1.6,3.0,10098,6759,,,40
86,2021-06-04 14:00:00,22.04,22.83,21.46,,,,16.6,15.8,958,0.74,0.62,71.67,76.19,66.55,0.0,60.0,60.0,0.0,1.1,1.8,3.5,10041,6747,,,40
87,2021-06-04 15:00:00,23.49,23.93,22.97,,,,16.6,15.4,956,0.98,0.86,65.64,69.95,60.66,0.0,60.0,60.0,0.0,1.0,1.3,3.1,10017,6750,,,40
88,2021-06-04 16:00:00,23.91,24.35,23.47,,,,15.9,15.0,854,1.14,1.03,61.2,65.62,58.16,0.0,60.0,60.0,0.0,0.9,1.3,2.8,10017,6744,,,40
89,2021-06-04 17:00:00,24.13,24.39,23.76,,,,16.4,15.2,728,1.12,1.0,62.58,66.62,59.04,0.0,60.0,60.0,0.0,0.9,1.2,4.8,10003,6744,,,40
90,2021-06-04 18:00:00,24.37,24.73,23.92,,,,16.5,15.8,573,1.15,1.04,62.09,65.59,58.56,0.0,60.0,60.0,0.0,0.6,1.0,2.7,9998,6747,,,40
91,2021-06-04 19:00:00,23.7,24.56,22.6,,,,16.1,15.9,217,1.08,0.9,62.97,67.58,60.09,0.0,60.0,60.0,0.0,0.5,1.0,2.0,6739,6665,,,40
92,2021-06-04 20:00:00,22.14,22.61,21.66,,,,16.9,15.9,48,0.72,0.47,72.65,81.58,66.26,0.0,60.0,60.0,0.0,0.1,0.3,1.1,5027,6465,,,40
93,2021-06-04 21:00:00,20.48,21.59,19.09,,,,16.4,13.8,55,0.52,0.34,77.93,85.73,68.43,0.2,60.0,60.0,0.0,1.0,1.7,3.8,2458,6479,,,40
94,2021-06-04 22:00:00,16.55,18.49,14.73,,,,14.3,13.5,0,0.24,0.0,87.87,99.99,73.19,3.4,60.0,60.0,25.0,2.0,2.9,5.8,0,6425,,,40
95,2021-06-04 23:00:00,14.41,14.65,14.34,,,,14.3,14.3,0,0.0,0.0,99.89,99.93,99.89,6.4,60.0,60.0,60.0,0.6,1.8,3.7,0,6422,,,40
96,2021-06-05 00:00:00,14.41,14.53,14.23,,,,14.3,14.2,0,0.0,0.0,99.88,99.9,99.87,0.4,60.0,60.0,60.0,0.2,0.8,1.5,0,6417,,4.0,48
97,2021-06-05 01:00:00,14.54,14.69,14.34,,,,14.4,14.3,0,0.0,0.0,99.89,99.91,99.86,0.8,60.0,60.0,60.0,0.2,0.7,2.1,0,6411,,,48
98,2021-06-05 02:00:00,14.42,14.56,14.32,,,,14.3,14.2,0,0.0,0.0,99.85,99.85,99.85,0.8,60.0,60.0,60.0,0.2,1.0,1.6,0,6411,,,48
99,2021-06-05 03:00:00,14.34,14.5,14.27,,,,14.2,14.2,0,0.0,0.0,99.85,99.86,99.85,0.0,60.0,60.0,60.0,0.2,0.4,0.7,0,6414,,,48
100,2021-06-05 04:00:00,14.23,14.31,14.16,,,,14.1,14.1,0,0.0,0.0,99.86,99.86,99.86,0.0,60.0,60.0,60.0,0.0,0.3,1.2,0,6402,,,48
101,2021-06-05 05:00:00,14.22,14.35,14.14,,,,14.1,14.1,0,0.0,0.0,99.86,99.86,99.86,0.4,60.0,60.0,60.0,0.0,0.3,1.0,0,6402,,,48
102,2021-06-05 06:00:00,14.44,14.88,14.17,,,,14.3,14.1,0,0.0,0.0,99.88,99.92,99.85,0.0,50.0,50.0,50.0,0.8,1.6,2.5,1327,6377,,,48
103,2021-06-05 07:00:00,14.52,14.87,14.35,,,,14.4,14.3,3,0.0,0.0,99.93,99.94,99.92,0.8,60.0,60.0,60.0,0.9,1.5,2.9,3057,6405,,,48
104,2021-06-05 08:00:00,14.62,14.84,14.34,,,,14.5,14.3,8,0.0,0.0,99.93,99.96,99.91,0.0,60.0,60.0,60.0,1.3,2.2,4.2,5392,6414,,,48
105,2021-06-05 09:00:00,14.56,14.78,14.3,,,,14.4,14.2,34,0.0,0.0,99.91,99.93,99.91,0.4,60.0,60.0,60.0,0.8,1.4,2.4,5449,6434,,,48
106,2021-06-05 10:00:00,14.07,14.39,13.79,,,,14.0,13.7,27,0.0,0.0,99.91,99.93,99.9,1.6,60.0,60.0,60.0,1.1,2.0,4.1,5588,6425,,,48
107,2021-06-05 11:00:00,13.68,13.93,13.52,,,,13.6,13.5,40,0.0,0.0,99.91,99.92,99.9,0.4,60.0,60.0,60.0,0.5,1.1,2.5,6518,6445,,,48
108,2021-06-05 12:00:00,14.07,14.47,13.73,,,,14.0,13.7,78,0.0,0.0,99.91,99.92,99.9,0.0,60.0,60.0,60.0,0.3,0.7,1.2,6810,6542,,,48
109,2021-06-05 13:00:00,16.29,18.31,14.56,,,,15.6,14.5,717,0.07,0.0,96.39,99.99,87.63,0.0,60.0,60.0,10.0,0.4,0.8,1.6,9672,6761,,,48
110,2021-06-05 14:00:00,18.47,20.38,17.23,,,,14.9,13.9,885,0.41,0.22,80.81,89.19,68.76,0.0,60.0,60.0,0.0,0.6,1.4,2.9,9389,6733,,,48
111,2021-06-05 15:00:00,17.31,18.48,14.87,,,,14.2,12.3,195,0.34,0.0,82.8,99.99,74.61,1.2,60.0,60.0,15.0,0.9,1.8,3.3,6925,6682,,,48
112,2021-06-05 16:00:00,15.89,16.74,14.03,,,,15.2,14.0,408,0.07,0.0,96.02,100.0,89.02,0.4,60.0,60.0,10.0,0.7,1.9,3.0,9202,6741,,,48
113,2021-06-05 17:00:00,16.3,16.55,16.06,,,,14.7,13.9,138,0.16,0.08,91.15,95.53,86.35,0.0,60.0,60.0,0.0,0.4,1.3,1.8,8656,6736,,,48
114,2021-06-05 18:00:00,15.79,16.02,15.46,,,,14.4,13.0,142,0.13,0.0,92.03,100.0,83.59,0.4,60.0,60.0,0.0,0.8,1.2,1.9,9844,6756,,,48
115,2021-06-05 19:00:00,16.66,17.55,15.98,,,,14.1,12.9,240,0.27,0.12,85.42,93.08,76.27,0.0,60.0,60.0,0.0,0.7,1.5,2.9,9432,6756,,,48
116,2021-06-05 20:00:00,15.81,16.27,15.6,,,,15.4,14.6,120,0.03,0.0,98.21,100.0,90.56,0.0,60.0,60.0,0.0,1.0,1.6,2.8,9705,6753,,,48
117,2021-06-05 21:00:00,15.54,16.58,14.82,,,,15.2,14.8,65,0.02,0.0,98.67,99.99,93.01,0.0,60.0,60.0,0.0,0.1,0.4,0.9,1730,6488,,,48
118,2021-06-05 22:00:00,14.02,14.62,13.66,,,,13.9,13.6,0,0.0,0.0,99.89,99.92,99.86,0.0,60.0,60.0,0.0,0.0,0.3,0.9,0,6462,,,48
119,2021-06-05 23:00:00,13.03,13.55,12.61,,,,12.9,12.5,0,0.0,0.0,99.84,99.85,99.84,0.0,60.0,60.0,0.0,0.0,0.3,0.8,0,6459,,,48
120,2021-06-06 00:00:00,12.62,12.85,12.4,,,,12.5,12.3,0,0.0,0.0,99.85,99.85,99.85,0.0,60.0,60.0,0.0,0.0,0.2,0.6,0,6457,,2.1,57
121,2021-06-06 01:00:00,12.53,12.7,12.45,,,,12.4,12.4,0,0.0,0.0,99.85,99.86,99.85,0.0,60.0,60.0,0.0,0.0,0.2,0.6,0,6451,,,57
122,2021-06-06 02:00:00,12.3,12.45,11.97,,,,12.2,11.9,0,0.0,0.0,99.86,99.86,99.86,0.0,60.0,60.0,0.0,0.0,0.1,0.2,0,6448,,,57
123,2021-06-06 03:00:00,12.01,12.25,11.68,,,,11.9,11.6,0,0.0,0.0,99.85,99.86,99.85,0.0,60.0,60.0,0.0,0.0,0.2,0.4,0,6459,,,57
124,2021-06-06 04:00:00,12.21,12.27,12.12,,,,12.1,12.0,0,0.0,0.0,99.85,99.85,99.85,0.0,60.0,60.0,0.0,0.0,0.4,0.8,0,6451,,,57
125,2021-06-06 05:00:00,12.25,12.36,12.15,,,,12.1,12.1,0,0.0,0.0,99.85,99.85,99.85,0.0,10.0,60.0,0.0,0.0,0.0,0.3,0,6454,,,57
126,2021-06-06 06:00:00,12.28,12.42,12.17,,,,12.2,12.1,0,0.0,0.0,99.85,99.85,99.85,0.0,55.0,60.0,0.0,0.0,0.1,0.5,0,6445,,,57
127,2021-06-06 07:00:00,12.45,12.67,12.26,,,,12.3,12.2,0,0.0,0.0,99.85,99.85,99.85,0.0,0.0,60.0,0.0,0.0,0.1,0.5,3120,6462,,,57
128,2021-06-06 08:00:00,12.87,13.24,12.6,,,,12.8,12.5,36,0.0,0.0,99.85,99.87,99.85,0.0,0.0,60.0,0.0,0.0,0.2,0.5,6705,6508,,,57
129,2021-06-06 09:00:00,13.96,14.44,13.43,,,,13.7,13.4,106,0.01,0.0,99.12,99.96,95.0,0.0,0.0,60.0,0.0,0.4,1.1,1.9,6830,6576,,,57
130,2021-06-06 10:00:00,15.47,16.88,14.47,,,,13.6,13.3,278,0.18,0.06,89.28,96.26,80.21,0.0,50.0,60.0,0.0,0.4,0.9,1.6,7601,6739,,,57
131,2021-06-06 11:00:00,16.93,17.51,16.66,,,,13.8,13.3,394,0.33,0.24,82.51,86.97,79.22,0.0,60.0,60.0,0.0,0.9,1.7,3.2,9988,6759,,,57
132,2021-06-06 12:00:00,17.67,18.68,16.85,,,,14.0,13.2,489,0.41,0.34,79.38,82.52,75.83,0.0,60.0,60.0,0.0,1.2,1.8,3.5,10132,6759,,,57
133,2021-06-06 13:00:00,18.87,19.8,18.02,,,,14.1,13.2,896,0.56,0.42,74.09,80.65,69.32,0.0,60.0,60.0,0.0,1.6,2.3,3.8,10266,6756,,,57
134,2021-06-06 14:00:00,19.75,20.36,18.88,,,,13.9,13.1,660,0.69,0.54,69.59,76.07,65.62,0.0,60.0,60.0,0.0,1.4,2.3,5.3,9547,6764,,,57
135,2021-06-06 15:00:00,19.67,20.52,19.26,,,,13.4,12.5,403,0.73,0.63,67.58,71.8,63.56,0.0,40.0,60.0,0.0,1.2,1.9,4.5,9959,6753,,,57
136,2021-06-06 16:00:00,19.19,19.46,18.65,,,,13.1,12.1,158,0.7,0.59,68.34,72.38,63.88,0.0,15.0,60.0,0.0,1.2,2.0,4.3,8100,6730,,,57
137,2021-06-06 17:00:00,18.71,18.86,18.66,,,,13.9,13.5,174,0.56,0.52,73.88,75.81,72.1,0.0,0.0,50.0,0.0,1.7,2.0,4.0,6777,6516,,,57
138,2021-06-06 18:00:00,18.06,18.57,17.53,,,,14.6,14.0,113,0.39,0.29,80.54,85.49,74.76,0.0,5.0,60.0,0.0,1.3,1.8,4.7,6743,6534,,,57
139,2021-06-06 19:00:00,17.91,18.06,17.74,,,,14.7,14.5,105,0.36,0.32,82.05,83.96,79.73,0.0,0.0,60.0,0.0,1.7,2.4,4.7,6734,6522,,,57
