date,phytos31_moisture,teros11_temperature,atmos14_atmosphericpressure,teros11_volumetricwatercontent,atmos14_temperature,atmos14_vaporpressure,atmos14_moisture
2022-07-13 12:00:00+00:00,0.16497333333333333,28.308329166666667,97.19832833333334,2735.9675241666664,33.208306666666665,2.6238291666666664,0.5223325
2022-07-13 13:00:00+00:00,0.16544166666666668,26.899995833333335,97.15416166666667,2731.244579090909,33.29164666666667,2.7096533333333332,0.5181658333333333
2022-07-13 14:00:00+00:00,0.16582666666666668,26.479993999999998,97.19726181818181,2721.2533125,32.59999583333333,2.5667475,0.5084125
2022-07-13 15:00:00+00:00,0.16491083333333334,26.299992500000002,97.76746333333334,2736.82914,32.416655,2.4939133333333334,0.5144536363636364
2022-07-13 16:00:00+00:00,0.16633666666666666,26.2,97.4333325,2715.51499,32.64997833333333,2.3085808333333335,0.4722483333333333
2022-07-13 17:00:00+00:00,0.16568416666666666,25.881815454545457,97.45833166666667,2694.6658275,30.308329166666667,2.2939966666666667,0.5319975
2022-07-13 18:00:00+00:00,0.16468833333333333,25.2749975,97.708325,2686.3366066666667,27.33635909090909,2.337995454545455,0.5705825
2022-07-13 19:00:00+00:00,0.16479,24.749996666666664,97.6641325,2680.5191600000003,25.390904545454546,2.0787880000000003,0.5969975
2022-07-13 20:00:00+00:00,0.1657875,24.291660833333335,97.15666583333332,2678.7224883333333,24.024996666666667,2.01474,0.6470791666666666
2022-07-13 21:00:00+00:00,0.16552166666666665,23.959995,97.17749583333334,2676.16255,22.841661666666667,2.1098216666666665,0.7123333333333334
2022-07-13 22:00:00+00:00,0.16511583333333332,23.683330833333333,97.17999545454545,2673.6916275,22.0833325,1.9516633333333333,0.7120833333333333
2022-07-13 23:00:00+00:00,0.16379083333333333,23.39999583333333,97.15272636363638,2671.8924908333333,21.749995,1.782541818181818,0.684415
2022-07-14 00:00:00+00:00,0.164485,23.060000000000002,97.12833166666667,2671.398330833333,21.166663333333336,1.6939108333333335,0.6749141666666666
2022-07-14 01:00:00+00:00,0.16501416666666666,22.933328333333332,97.18832416666667,2670.27081,20.808330833333333,1.760915,0.7171658333333334
2022-07-14 02:00:00+00:00,0.16619333333333333,22.758327500000004,97.52415,2669.562534166667,20.324995,1.7344125000000001,0.7280833333333333
2022-07-14 03:00:00+00:00,0.164525,22.55,97.49832500000001,2668.5816608333334,19.824995,1.7492672727272727,0.7583316666666667
2022-07-14 04:00:00+00:00,0.1654518181818182,22.441660833333334,97.780979,2667.5791783333334,19.533330833333334,1.8302466666666666,0.8085825
2022-07-14 05:00:00+00:00,0.1661325,22.51666333333333,97.82660833333334,2665.626663333333,20.533330833333334,2.507080833333333,0.8450799999999999
2022-07-14 06:00:00+00:00,0.16574583333333334,23.166660833333335,97.68333083333334,2660.649145,23.358330833333337,2.157745,0.7296633333333333
2022-07-14 07:00:00+00:00,0.164609,23.729996,97.51666416666667,2651.990820833333,25.73635909090909,2.3265409090909093,0.6786354545454546
2022-07-14 08:00:00+00:00,0.16519583333333335,24.141663333333337,97.25832166666667,2643.4299683333334,27.199995833333332,2.4305758333333336,0.6736650000000001
2022-07-14 09:00:00+00:00,0.16600916666666668,24.599994000000002,96.97166166666666,2719.29909,28.824996666666667,2.3736599999999997,0.5618308333333334
2022-07-14 10:00:00+00:00,0.16576666666666667,25.25833,96.91833166666667,2697.9899675,30.608328333333333,2.867089090909091,0.6354991666666666
2022-07-14 11:00:00+00:00,0.16515416666666669,25.99166166666667,96.86916000000001,2698.5874791666665,31.974978333333336,2.7693208333333335,0.5711641666666666
2022-07-14 12:00:00+00:00,0.16365083333333333,29.174995,96.812495,2682.7991500000003,33.441624166666664,2.8794983333333337,0.54775
